keyword,category,prefecture_name,prefecture_number,prefecture_name_english,prefecture_name_kana,prefecture_capital,prefecture_capital_english,prefecture_url
奈良県宇陀郡曽爾村,prefecture_city_sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
福島県双葉郡双葉町,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
北海道有珠郡壮瞥町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
山梨県南巨摩郡早川町,prefecture_city_sub,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
岡山県都窪郡早島町,prefecture_city_sub,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
福岡県福岡市早良区,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
熊本県球磨郡相良村,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
群馬県吾妻郡草津町,prefecture_city_sub,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
北海道増毛郡増毛町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
宮城県刈田郡蔵王町,prefecture_city_sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
北海道足寄郡足寄町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
宮城県柴田郡村田町,prefecture_city_sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
兵庫県多可郡多可町,prefecture_city_sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
滋賀県犬上郡多賀町,prefecture_city_sub,滋賀県,25,shiga,しがけん,大津市,otsu-shi,http://www.pref.shiga.lg.jp/
三重県多気郡多気町,prefecture_city_sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
千葉県香取郡多古町,prefecture_city_sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
香川県仲多度郡多度津町,prefecture_city_sub,香川県,37,kagawa,かがわけん,高松市,takamatsu-shi,http://www.pref.kagawa.jp/
神奈川県川崎市多摩区,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
沖縄県宮古郡多良間村,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
熊本県球磨郡多良木町,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
大阪府南河内郡太子町,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
兵庫県揖保郡太子町,prefecture_city_sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
和歌山県東牟婁郡太地町,prefecture_city_sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
宮城県仙台市太白区,prefecture_city_sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
佐賀県藤津郡太良町,prefecture_city_sub,佐賀県,41,saga,さがけん,佐賀市,saga-shi,http://www.pref.saga.lg.jp/
長野県下伊那郡泰阜村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
神奈川県足柄上郡大井町,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
神奈川県中郡大磯町,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
宮城県柴田郡大河原町,prefecture_city_sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
秋田県南秋田郡大潟村,prefecture_city_sub,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
青森県下北郡大間町,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
三重県度会郡大紀町,prefecture_city_sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
沖縄県国頭郡大宜味村,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
埼玉県さいたま市大宮区,prefecture_city_sub,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
宮城県黒川郡大郷町,prefecture_city_sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
福島県安達郡大玉村,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
北海道網走郡大空町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
福島県双葉郡大熊町,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
長野県木曽郡大桑村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
高知県幡多郡大月町,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
愛知県丹羽郡大口町,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
山形県西村山郡大江町,prefecture_city_sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
宮城県黒川郡大衡村,prefecture_city_sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
広島県豊田郡大崎上島町,prefecture_city_sub,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
鹿児島県曽於郡大崎町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
京都府乙訓郡大山崎町,prefecture_city_sub,京都府,26,kyoto,きょうとふ,京都市,kyoto-shi,http://www.pref.kyoto.jp/
鳥取県西伯郡大山町,prefecture_city_sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
茨城県久慈郡大子町,prefecture_city_sub,茨城県,8,ibaraki,いばらきけん,水戸市,mito-shi,http://www.pref.ibaraki.jp/
愛知県海部郡大治町,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
長野県下伊那郡大鹿村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
北海道広尾郡大樹町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
大阪府大阪市大正区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
山形県北村山郡大石田町,prefecture_city_sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
高知県土佐郡大川村,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
群馬県邑楽郡大泉町,prefecture_city_sub,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
茨城県東茨城郡大洗町,prefecture_city_sub,茨城県,8,ibaraki,いばらきけん,水戸市,mito-shi,http://www.pref.ibaraki.jp/
山形県最上郡大蔵村,prefecture_city_sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
千葉県夷隅郡大多喜町,prefecture_city_sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
三重県多気郡大台町,prefecture_city_sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
佐賀県杵島郡大町町,prefecture_city_sub,佐賀県,41,saga,さがけん,佐賀市,saga-shi,http://www.pref.saga.lg.jp/
熊本県菊池郡大津町,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
岩手県上閉伊郡大槌町,prefecture_city_sub,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
福岡県三井郡大刀洗町,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
福岡県田川郡大任町,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
高知県長岡郡大豊町,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
福岡県三潴郡大木町,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
岐阜県揖斐郡大野町,prefecture_city_sub,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
奈良県吉野郡大淀町,prefecture_city_sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
鹿児島県大島郡大和村,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
宮城県黒川郡大和町,prefecture_city_sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
青森県南津軽郡大鰐町,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
北海道上川郡鷹栖町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道紋別郡滝上町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
福島県南会津郡只見町,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
長野県上伊那郡辰野町,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
福島県東白川郡棚倉町,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
山梨県北都留郡丹波山村,prefecture_city_sub,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
北海道上磯郡知内町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
島根県隠岐郡知夫村,prefecture_city_sub,島根県,32,shimane,しまねけん,松江市,matsue-shi,http://www.pref.shimane.lg.jp/
鹿児島県大島郡知名町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
鳥取県八頭郡智頭町,prefecture_city_sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
岐阜県揖斐郡池田町,prefecture_city_sub,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
長野県北安曇郡池田町,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
福井県今立郡池田町,prefecture_city_sub,福井県,18,fukui,ふくいけん,福井市,fukui-shi,http://www.pref.fukui.jp/
北海道中川郡池田町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道常呂郡置戸町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
福岡県築上郡築上町,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
沖縄県八重山郡竹富町,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
福岡県朝倉郡筑前町,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
長野県東筑摩郡筑北村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
北海道雨竜郡秩父別町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
神奈川県足柄上郡中井町,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
熊本県熊本市中央区,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
埼玉県さいたま市中央区,prefecture_city_sub,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
新潟県新潟市中央区,prefecture_city_sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
神奈川県相模原市中央区,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
千葉県千葉市中央区,prefecture_city_sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
大阪府大阪市中央区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
福岡県福岡市中央区,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
兵庫県神戸市中央区,prefecture_city_sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
北海道札幌市中央区,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
京都府京都市中京区,prefecture_city_sub,京都府,26,kyoto,きょうとふ,京都市,kyoto-shi,http://www.pref.kyoto.jp/
愛知県名古屋市中区,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
岡山県岡山市中区,prefecture_city_sub,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
広島県広島市中区,prefecture_city_sub,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
神奈川県横浜市中区,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
静岡県浜松市中区,prefecture_city_sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
大阪府堺市中区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
神奈川県川崎市中原区,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
北海道河西郡中札内村,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
山形県東村山郡中山町,prefecture_city_sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
鹿児島県熊毛郡中種子町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
沖縄県中頭郡中城村,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
愛知県名古屋市中川区,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
長野県上伊那郡中川村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
北海道中川郡中川町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
愛知県名古屋市中村区,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
高知県高岡郡中土佐町,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
福島県西白河郡中島村,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
北海道枝幸郡中頓別町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
群馬県吾妻郡中之条町,prefecture_city_sub,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
石川県鹿島郡中能登町,prefecture_city_sub,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
青森県北津軽郡中泊町,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
北海道標津郡中標津町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道空知郡中富良野町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
大阪府泉北郡忠岡町,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
福島県耶麻郡猪苗代町,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
兵庫県川辺郡猪名川町,prefecture_city_sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
長野県東筑摩郡朝日村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
三重県三重郡朝日町,prefecture_city_sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
山形県西村山郡朝日町,prefecture_city_sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
富山県下新川郡朝日町,prefecture_city_sub,富山県,16,toyama,とやまけん,富山市,toyama-shi,http://www.pref.toyama.jp/
熊本県玉名郡長洲町,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
北海道夕張郡長沼町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
千葉県長生郡長生村,prefecture_city_sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
静岡県駿東郡長泉町,prefecture_city_sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
兵庫県神戸市長田区,prefecture_city_sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
鹿児島県出水郡長島町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
埼玉県秩父郡長瀞町,prefecture_city_sub,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
千葉県長生郡長南町,prefecture_city_sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
千葉県長生郡長柄町,prefecture_city_sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
北海道山越郡長万部町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
群馬県吾妻郡長野原町,prefecture_city_sub,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
長崎県西彼杵郡長与町,prefecture_city_sub,長崎県,42,nagasaki,ながさきけん,長崎市,nagasaki-shi,http://www.pref.nagasaki.jp/
長野県小県郡長和町,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
香川県香川郡直島町,prefecture_city_sub,香川県,37,kagawa,かがわけん,高松市,takamatsu-shi,http://www.pref.kagawa.jp/
熊本県葦北郡津奈木町,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
新潟県中魚沼郡津南町,prefecture_city_sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
石川県河北郡津幡町,prefecture_city_sub,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
北海道網走郡津別町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
高知県高岡郡津野町,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
島根県鹿足郡津和野町,prefecture_city_sub,島根県,32,shimane,しまねけん,松江市,matsue-shi,http://www.pref.shimane.lg.jp/
宮崎県東臼杵郡椎葉村,prefecture_city_sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
群馬県吾妻郡嬬恋村,prefecture_city_sub,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
北海道阿寒郡鶴居村,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
神奈川県横浜市鶴見区,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
大阪府大阪市鶴見区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
青森県北津軽郡鶴田町,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
北海道川上郡弟子屈町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
福島県岩瀬郡天栄村,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
北海道天塩郡天塩町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
大阪府大阪市天王寺区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
鹿児島県大島郡天城町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
奈良県吉野郡天川村,prefecture_city_sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
愛知県名古屋市天白区,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
静岡県浜松市天竜区,prefecture_city_sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
長野県下伊那郡天龍村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
福岡県田川郡添田町,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
奈良県磯城郡田原本町,prefecture_city_sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
青森県三戸郡田子町,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
青森県南津軽郡田舎館村,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
新潟県南蒲原郡田上町,prefecture_city_sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
大阪府泉南郡田尻町,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
山口県熊毛郡田布施町,prefecture_city_sub,山口県,35,yamaguchi,やまぐちけん,山口市,yamaguchi-shi,http://www.pref.yamaguchi.jp/
高知県安芸郡田野町,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
岩手県下閉伊郡田野畑村,prefecture_city_sub,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
沖縄県島尻郡渡嘉敷村,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
沖縄県島尻郡渡名喜村,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
神奈川県横浜市都筑区,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
大阪府大阪市都島区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
宮崎県児湯郡都農町,prefecture_city_sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
愛媛県伊予郡砥部町,prefecture_city_sub,愛媛県,38,ehime,えひめけん,松山市,matsuyama-shi,http://www.pref.ehime.jp/
三重県度会郡度会町,prefecture_city_sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
高知県土佐郡土佐町,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
香川県小豆郡土庄町,prefecture_city_sub,香川県,37,kagawa,かがわけん,高松市,takamatsu-shi,http://www.pref.kagawa.jp/
北海道島牧郡島牧村,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
大阪府三島郡島本町,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
徳島県三好郡東みよし町,prefecture_city_sub,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
静岡県賀茂郡東伊豆町,prefecture_city_sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
三重県員弁郡東員町,prefecture_city_sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
愛知県知多郡東浦町,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県北設楽郡東栄町,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
茨城県那珂郡東海村,prefecture_city_sub,茨城県,8,ibaraki,いばらきけん,水戸市,mito-shi,http://www.pref.ibaraki.jp/
奈良県吉野郡東吉野村,prefecture_city_sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
